S.No,Commentor name,Comment,Dislike,Insulting,Neutral,Supporting,Meaningless, Class
718,Fernando Heminway Reed,"@DR. HARAN Sivasambu British prime minister, delivering the speech to Brirish people and......to the world as well...",1,,,,,0
719,Be Real,Wot cos he is brown! Get a life,,,,1,,1
720,Be Real,Wot cos he is brown! Get a life,1,,,,,0
721,Young King,"Stoping illegal immigration thatâ€™s a lie , these guys want to bring more Asians Africans deporting Europeans enjoy English peopleðŸ˜‚",,,,,1,1
722,C A,Same old hollow promises ðŸ˜´ <br>The Tories are done and the quicker they disappear the better !,1,,,,,0
723,Matthew Baker,"In Rishis world everything will be all right,but in the real world people are  still using food banks, still  homeless, still  struggling to pay their bills the health service has been struggling for years, it&#39;s been like this Rishi before COVID &amp; the Russian/Ukraine conflict &amp; it will only get worse ,time for change Rishi we&#39;ve heard the same Tory tune for to long now the needles stuck it needs replaced.",,,,,1,1
724,Zenoux Beauty,Be realistic and appreciate what he is doing. We have seen a turn around on our economy ever since Sunak took over as pm.Sunak is pragmatic,1,,,,,0
725,Pat Baker,@Zenoux Beauty The turnaround was because truss resigned after destroying the pension funds and losing a percentage of our GDP. They could have elected mickey mouse and the economy would have recovered somewhat after that disaster.,,,,1,,1
726,sparrow_61,"Still we have homeless yet people coming over here on boats are put up in hotels. Bills paid, warm bed and 3 meals a day.<br>The Tories have been stopping these boats for years but it has never happened, what peeves me most is we do not have to abide by ECHR rules, so we should be turning them around and sending them back. Australia has been doing it for years, why not us? All he is doing by giving them a roof over their head is showing them how easy it is to come here. Crime does pay in this country - IF your not British.",1,,,,,0
727,Liz Thatcher,"wow! amazing speech! i feel Rishi is honest, but he cannot do everything on his own. we the people have to support the government! one thing i did not realise that 25% of British population are ECONOMICALLY INACTIVE! so this means these guys are on benefits! I started my working life at aged 19, i am 65 now and I have NEVER been unemployed! We complain of NHS, but we need to take control of our eating habits, how many are unhealthy due to poor diet! GREAT Britain is NO longer great! we need to reduce the benefits!",1,,,,,0
728,Anig,"Wages are so low that working people are on benefits in order to afford the rent, so being on benefit doesnâ€™t = inactive. Tories have been in power for almost 13 years and they are still making promises they wonâ€™t keep. And some people keep believing them!",,,,,1,1
729,Andre Pereira,What his going do in two years time really all excuses lies trick people simple,,,,1,,1
730,maura nolan,Certainly has  not improved a damn think.ðŸ¤¥,1,,,,,0
731,â˜†YOUNESS YOUNESSâ˜†,I wasted 10 minutes of my life listening to himðŸ™ˆðŸ™ˆ,1,,,,,0
732,Mr Jenkins,Had he served meals to any  homeless business tycoons lately ?,,,,,1,1
733,Elba del Carmen Gonzalez,"Me interesa la  oratoria de este Ministro,pero deseo traducir a EspaÃ±ol.",1,,,,,0
734,Shaun Flanagan,&quot;I will work night and day&quot;...<br><br>I can definitely smell ðŸ’©ðŸ’©,,,1,,,1
735,Ed Fash,Abit racist,,,,,1,1
736,Steve Sartain,Hahaha.. love it ðŸ˜€  we will either do it .. or not !!!  NO BULL MATE LOL,,,1,,,1
737,john dean,Dreams cost nothing. Promises are there to be Broken. And then they can walk away with no Consequences when they Fail to deliver. Pinch me if any of them become Reality please.,1,,,,,0
738,Shaun Flanagan,&quot;I will work night and day&quot;...<br><br>I can definitely smell ðŸ’©ðŸ’©,1,,,,,0
739,Mark C,Good speech.,,1,,,,0
740,Liz Thatcher,"wow! amazing speech! i feel Rishi is honest, but he cannot do everything on his own. we the people have to support the government! one thing i did not realise that 25% of British population are ECONOMICALLY INACTIVE! so this means these guys are on benefits! I started my working life at aged 19, i am 65 now and I have NEVER been unemployed! We complain of NHS, but we need to take control of our eating habits, how many are unhealthy due to poor diet! GREAT Britain is NO longer great! we need to reduce the benefits!",1,,,,,0
741,Ann Wornell,Agree just words. How on Earth are they going to achieve any one of these pledges? Never mind 5 of them. Is Mr Sunak living in a fantasy world? He cannot believe these pledges surely to goodness.,,,1,,,1
742,Terasci,I think the government need some Maths lessons!,,,,1,,1
743,prithvi raj 2,care to type those numbers to his? or your are another clown looking for hand out,1,,,,,0
744,News they didnâ€™t tell us,ðŸ¤£,,,,1,,1
745,crissie rose,Well said !!,1,,,,,0
746,Pedro Miguel,Math is really important to learn how to avoid taxes and use offshore tax havens.<br>Thanks Rishi! ðŸ‘,,1,,,,0
747,Liz Thatcher,"wow! amazing speech! i feel Rishi is honest, but he cannot do everything on his own. we the people have to support the government! one thing i did not realise that 25% of British population are ECONOMICALLY INACTIVE! so this means these guys are on benefits! I started my working life at aged 19, i am 65 now and I have NEVER been unemployed! We complain of NHS, but we need to take control of our eating habits, how many are unhealthy due to poor diet! GREAT Britain is NO longer great! we need to reduce the benefits!",,,1,,,1
748,MATRIX,@Liz Thatcher ðŸ˜‚,,,,,1,1
749,Michael Felstead,"@Liz Thatcher .....so...using your &quot;logic&quot;...everybody on benefits is not working......and everybody working is not on benefits...my understanding is that a majority of people on benefits already have one, two or even three jobs.....",1,,,,,0
750,MATRIX,@Liz Thatcher reducing benefits means people will have less healthy food Einstein ðŸ˜Ž,1,,,,,0
751,Ivor Gotten,"@Liz Thatcher I am &quot;ECONOMICALLY INACTIVE&quot;, and I am not on any benefits. Where do I fit into your narrative.",,,,,1,1
752,Ibrahim Mohamed,"@Liz Thatcher im a 27 year old lad and i have worked since 19 too, but many people my age these days don&#39;t want to work and want to live life on benefits",,,,,1,1
753,MATRIX,@Ibrahim Mohamed if they got paid well and didnâ€™t tax them as much they would work ðŸ˜Ž,1,,,,,0
754,MATRIX,"Amazon have axed 18.000 jobs today ,supposedly the richest man in the world..people are greedyðŸ˜Ž",1,,,,,0
755,MATRIX,When a business says it canâ€™t operate anymore.what they really mean is they canâ€™t sustain their luxury lifestyle anymore..it ainâ€™t worth itðŸ˜Ž,,,1,,,1
756,MATRIX,The problem is at the top not the bottom ðŸ‘,1,,,,,0
757,Wood Nugget,Maybe a good plan would be to dissolve your lying corrupt government. Guy Fawkes Robin Hood Enoch Powell,,1,,,,0
758,Christian Darrall,Just leave,1,,,,,0
759,Loopie Lou,"Oh, how we want to believe as so many of us are unable to evaluate how we can possibly vote in the next election. I want to hark back to a time when the British people were known to have all pulled together and go above and beyond.  But, it&#39;s not that country anymore and we don&#39;t all have the values for this country and what it needs. That&#39;s gone. Well, we can but be hopeful.",,,,1,,1
760,George Bond,"He&#39;s like a bad contestant on the Apprentice, was half expecting it to cut to Karen Brady",1,,,,,0
761,KG,He embodies people of that cosmopolitan financial background more than any Prime Minister before him,,1,,,,0
762,Brian Keen,So why are the walk in centres closed?,1,,,,,0
763,NIGEL McClatchey,This guy is on another planet. Probably too much Charlie up his nose.,,,,1,,1
764,Micky Walters,I don&#39;t find him charismatic or his words inspiring. Just me?,,,,,1,1
765,mamaseeds,&#39;script&#39;,1,,,,,0
766,David Wilson,Same old,,1,,,,0
767,Brian Keen,Five empty promises,,,,1,,1
768,United DingDong,"sounds toooooooooo melodius. too much being said, get on it ASAP.",1,,,,,0
769,SolidStone,"Sunak nice talk mate, but can u cook",1,,,,,0
770,John Wilkinson,ðŸ¤¡ðŸ¤¡ðŸ¤¡ðŸ¤¡ðŸ¤¡ðŸ¤¡ vote Reform,,,,1,,1
771,Viza Vidz,Bring back Boris,1,,,,,0
772,Ed Fash,Buf soon lads,,1,,,,0
773,X Y Z,The Tories want the public sector workers stop striking for fair pay and go back to work for peanuts.,,1,,,,0
774,Be HAPPY GUY,Love that broðŸ‘,,1,,,,0
775,Zenoux Beauty,Please be realistic and patient. Rome was not built in a day.,,1,,,,0
776,JJ sassey,I do not believe a word that left that mans mouth he is just a puppet for Hunt. As fpr being my PM we did not get a vote for Rishi he and hunt force a coup. I would love to ask Rishi if he wife repaif the 1.3m Furlough money back...............Oh NO the company was closed down one the money hit her bank he is a crook. WE NEED A GENERAL ELECTION NOW.,1,,,,,0
777,X Y Z,"The Tories NEVER deliver for ordinary people. Look at this country after 12 years of Tory rule! Mess, ubiqutous poverty, excess deaths.",,,,,1,1
778,Ashley Smith,So that&#39;s was a load of bollocks,,,,,1,1
779,D JO,Rishi: &#39;I will make everything better&#39;. <br>Source: Trust me bro.,,,1,,,1
780,Be HAPPY GUY,Love that broðŸ‘,,,1,,,1
781,Zenoux Beauty,Please be realistic and patient. Rome was not built in a day.,1,,,,,0
782,Be HAPPY GUY,Love that broðŸ‘,,1,,,,0
783,Zenoux Beauty,Please be realistic and patient. Rome was not built in a day.,,,1,,,1
784,Brian Keen,"Five promises, all will be broken!",1,,,,,0
785,Raven Black,When did rishi become a stand up comedian,,,,1,,1
786,A D,"Words Rishi, just more words and we don&#39;t believe anything politicians tell us any more.",,1,,,,0
787,Margaret McCluskey,He and tge rest of them keep  LYING LYING LYING&gt; We&#39;ll still be in the same state or WORSE next year,,,,1,,1
788,Your Mum,"Of course itâ€™s words all politicians are a waste of space, tell me the last time a politician made a promise and kept it",1,,,,,0
789,6Squad0,"Tories * the tories have been in power for 12 years, they are the ONLY party who have influenced and made the decisions that have impacted your life in the last 12 years. The tories. No other party. Wake up. Get them out. Any party is better than these. They are statistically the worst government in modern uk government history. No one else has had a say in their decisions. The T o r I E s. Remember which box to avoid at the next GE.",1,,,,,0
790,Nicholas Borg,Amen to that,,1,,,,0
791,ecriptus wood,"No one was moaning when they were giving out handouts during lockdown. No work, 80% of your wage, can drink every night with out the worry of being hung over in the morning for work.",,1,,,,0
792,biscuit42,"* Tories! Itâ€™s the Tories very specifically not all - this us why the Brits are stupid theyâ€™ve no critical thought, itâ€™s just fat headed reactivity. <br>Stop voting in the right wing parties - itâ€™s literally that simple.",1,,,,,0
793,Shadow Banned,Unless it&#39;s &quot;wear a mask&quot; or &quot;take a jab&quot;. ðŸ˜·,,1,,,,0
794,Biscuit Dunker,@ecriptus woodI think they were. There is always some fool that believes the crap they speak.... Either your rich or your just stupid to stick up for a load of rich idiots that have no clue about real life,,1,,,,0
795,Biscuit Dunker,@ecriptus wood dude the same comment .. come on get a bit creative,1,,,,,0
796,ecriptus wood,@Biscuit Dunker &quot;dude&quot; lol it&#39;s 2023 pal,1,,,,,0
797,Mr.WarHawk,"@Your Mum Churchill, Roosvelt",,1,,,,0
798,Kvothe,No support in any of the 50 comments i just read .,,1,,,,0
799,Matt_Cummins,"Empty words: no strategy, no details of &quot;how&quot;. We have heard about &quot;reducing public debt&quot;: &quot;austerity&quot;. No mention of wages, the easiest way to improve/increase GDP: if people have no money in their pockets they cannot spend; if they cannot spend the economy flounders. And what are these new &quot;innovations&quot;? Always makes me worried, like the word &quot;modernisation&quot;. Empty words.",1,,,,,0
800,prafulla behera,Stupid comments  by the lazy minded persons.,,,1,,,1
801,#NAME?,The majority of British people are jealous brown PM Rishi sunak&#39;s wealth. That&#39;s what&#39;s wrong with British.,,,1,,,1
802,SoundsofDecay,"&quot;We hugely value public sector workers&quot;, and other hilarious lies",1,,,,,0
803,J Dub,Like working NIGHT and day. Sure. Heâ€™s doing shifts now is he.,,,1,,,1
804,MyPoint ofView,Prove it by paying public sector workers a proper wage.  We need a 50% payrise NOW,1,,,,,0
805,bbb,We all need decent pay rates...some doctors and nurses are so pathetic without a clue of what they are doing. Not all but too many with 0 knowledge...,,,,,1,1
806,Michael Jones,ðŸ¤£ðŸ¤£ðŸ¤£,,,,,1,1
807,Jayon Brown,They do but Covid and Putin&#39;s war has messed our economy up,1,,,,,0
808,Jayon Brown,Unpopular opinion: the tories care more than labour,,,,,1,1
809,Stephen Edge,Talking SHYTE,,,,,1,1
810,Dan,Is this guy for real?,,,,,1,1
811,Isi Pattison,who is he talking about when he says people think innovation is a bad thing? surely a stretch,,,,,1,1
812,Brian Keen,"Stop government raiding public money and lining their pockets, we need honesty and trust and Tories donâ€™t fit the bill",,,,,1,1
813,Jeju Iju,"I agree, 50% of the public money funds the NHS, abolish it. Totally agree :)",,,,,1,1
814,ian wright,"Rishi has as much sinceritry and charisma as a dead fish..He didn&#39;t even write his own speech......I&#39;m 69 and politicians have been telling me they are going to &#39;build a better, fairer country&#39; for most of that time...Hasn&#39;t happened though has it?...and it&#39;s not going to....More B.S and empty promises....Sadly it&#39;s much easier to set targets, make promises and make insincere speeches than it is to actuially achieve something.....Everything in the country is a shambles and after 12 years of this party we&#39;ve only managed to get to a point where Rishi is making another speech full of empty words....It&#39;s a great country for the rch but sadly not for everyone else....",,,,,1,1
815,Steve Williams,"20 mins was enough for me, then i puked.",,,,,1,1
816,Graham Phippen,Blah blah blah blah blah bullshit,,,,,1,1
817,Stuart F,"I don&#39;t see how he can say they opening up more beds, They have no bloody staff!!",,,,,1,1
818,99 ron,Say no to Central Bank Digital Currency!.,,,,,1,1
819,Mr Jenkins,A lot of people are not aware of it ...... plenty of ðŸ‘ will conform !,,,,,1,1
820,Jason jones,Yep that&#39;s the biggest thing coming to us &amp; alot of people don&#39;t have a clue about it ðŸ™„ no one is even talking about it.,,,,,1,1
821,Paleblood,"CBDC, climate refugees, 15 minute cities. People haven&#39;t got a clue what&#39;s heading our way.",,,,,1,1
822,The Crypto Digital Dream,The Truth is coming follow us here,,,,,1,1
823,FPV420,@The Crypto Digital Dream ðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£,,,,,1,1
824,paul michael richardson,@Paleblood yep your sure right pal.our pm is just a wef puppet.,,,,,1,1
825,Bob Jary,There is hardly a bad word to be found on youtube about the ECB,,,,,1,1
826,Amna Idrees,What minute does he talk about this?,,,,,1,1
827,Adam x,Will Ukraine give us money when we are bankrupt / in a great depression next year,,,,,1,1
828,James Seats,more theatre,,,,,1,1
829,David Pearson,"I&#39;d forgotten he was prime minister, where had he been? He goes on about working night and day but where? Another bullshitter",,,,,1,1
830,Stephen Scott,"Really looking forward yo WW3,massive economic downturn,hundreds of thousands of new arrivals .Reasons to he cheerful. <br>WEF Puppet",,,,,1,1
831,Marko 131,Has done absolutely nothing since he become PM.,,,,,1,1
832,RAMON,ðŸ‘’ðŸŽ©ðŸ˜‘â¤NEWYEARSðŸ‘‘ðŸ‘‘,,,,,1,1
833,David James aka DJ,Stop flapping about an get on with it ffs.,,,,,1,1
834,Jeffrey More,Please just go,,,,,1,1
835,Derek May,"WEF puppet...Absolute joke. Get them out...this chap isn&#39;t even a legally voted person.<br>He&#39;s got his own agenda and he&#39;s not going to stop pushing it. <br>The whiney,I&#39;m so sympathetic voice is so nauseating ... He&#39;s talking about clearing up the mess created by himself and the other charlatans in office ..same old crap ,different day...and he always fails to mention that we will be paying for it all as well...<br>Sick of these people now...",,,,,1,1
836,Ella Starrr1st,"I have pledge take this sick dog and have it put down at the nearest Vet forthwith! ðŸ‘<br>And give the Nurses 20% wage increase which they haven&#39;t had for 3 years, No more money for UkraineðŸŒž",,,,,1,1
837,NoWay,"This is the right comment<br><a href=""https://youtu.be/FCkGvjyDI9g"">https://youtu.be/FCkGvjyDI9g</a>",,,,,1,1
838,james allan,O my god help us we are in need,,,,,1,1
839,RAMON,ðŸ³ðŸŽ“ðŸ³,1,,,,,0
840,Brian Keen,"Utter bullshit, theyâ€™ve had 12 years and done nothing! The only way is to remove the Tory government asap for the change we need!",,,,,1,1
841,Chambre Virgo,The greatest pm since liz truss,,,1,,,1
842,Pastasauce,Yikes,1,,,,,0
843,RAMON,GOODYEARS,,,1,,,1
844,mininovaq,May UK be relieved from Tories incompetence.,1,,,,,0
845,dr eggy,And replaced by the identical labour party? No thanks,1,,,,,0
846,pip,Labour will walk the next election and stop the decline of this country.,1,,,,,0
847,sparrow_61,@dr eggy  Exactly. We are doomed either way.,,,1,,,1
848,SAMMY DEE,@dr eggy we have no other choice in this rigged political system,1,,,,,0
849,itsde2023,Long May the conservative government continue! â¤,,1,,,,0
850,dr eggy,@itsde2023 it&#39;s not a Conservative government.,,,1,,,1
851,john richardson,Vote reform !,1,,,,,0
852,mininovaq,"If Tories win next election, there will be no turning back for the UK. In next 4 years of their reign, NHS will be sold out, everything else privatised bringing truly US experience.",,,,1,,1
853,Jaz Bo,NHS has changed from national health service to.<br>Not honouring Safety,,,,1,,1
854,Michael Holliday,What a load of bullshit.,,1,,,,0
855,Dave,Meanwhile people are dieing due to the ongoing emergency situation in the NHS and social care because of conservatives.,,1,,,,0
856,Teddy Lee,Put the criminals on a boat and get them off the island,,,,,1,1
857,elaineHazel,What planet is this guy on?,,,1,,,1
858,John Mccann,His own unfortunately ðŸ˜‰ðŸ‡¬ðŸ‡§,1,,,,,0
859,Steve 74,Not this one he&#39;s off his bloody rocker ðŸ™„,,1,,,,0
860,Rowan Crew,Planet Zobb,,,,,1,1
861,D4VE,PLANET MONEY BAGS ITS NEAR HIS WIFES URANUS,,1,,,,0
862,Timehands Photography,The planet that had Covid and War and Energy crisis,1,,,,,0
863,Ed Fash,India,,,,,1,1
864,Cyber Tommo,He&#39;s talking what comes out Uranus,,,,1,,1
865,MoistMusic,Ewwwww not keen,,,1,,,1
866,Jaz Bo,"In his words, we are going to achieve them or not. Does anybody actually believe he will achieve any of this?",,,,1,,1
867,Andrew Clarke,"No, he won&#39;t.  The best thing he could do for the country would be to call a General Election now.  Instead, we&#39;re stuck with another two years of Tory ineptitude, corruption and lies.",1,,,,,0
868,Jaz Bo,"@Andrew Clarke itâ€™s all good call for a general election, but tell me what the donkey Keir Starmer is going to do to change anything. The Labour Party is meant to be about the working class and the people and the man who is running that party is a sir.",1,,,,,0
869,Stuart F,No Jaz. It&#39;s gone too far.,,,,,1,1
870,Jaz Bo,"@Stuart F it went to for about two years ago or depending on your opinions, what they claimed about Brexit but if anybody thinks that the labour government is going to come in and do a better job is delusional",,1,,,,0
871,Andrew Clarke,"@Jaz Bo So he&#39;s a sir.  So what?  It&#39;s what his party does to help make life better for the majority of people in this country that matters.  It&#39;s obvious that this current government doesn&#39;t give a damn about anyone other than themselves and their wealthy party donors.  They need to be gone, the sooner the better.",,,,1,,1
872,Jaz Bo,@Stuart F I donâ€™t know what the solution is. Obviously the whole system needs to be wiped out and started again.,,1,,,,0
873,Jonathan Starkey,Nope.,1,,,,,0
874,Alan Skuse,What a cretin,,,,1,,1
875,Rogue Gumshield,"what a disingenuous,pompous, pillock he is with his hollow promises that sound like a boris johnson echo.",1,,,,,0
876,Antony Gill,Here we go again more lies same regurgitate crap as the ones before,1,,,,,0
877,Monkey Boy,"Billionaire Sunak has lied to the British people from day one; &quot;government integrity, professionalism and accountability at every level&quot; - 25/10/22 outside number 10.",1,,,,,0
878,sparrow_61,"They ALL lie. Trouble is, we have to wait 2 years before it becomes his downfall and by then, this country will be on it&#39;s back, never mind it&#39;s knees.",1,,,,,0
879,prithvi raj 2,its been 2 months only. give him 1 more month,,1,,,,0
880,TwinWheels,Does anyone know where I can buy a ticket to the alternative reality in which Mr Sunak lives...,,,,1,,1
881,dr eggy,@David Franks I like cake ....can I have some to?,,,,,1,1
882,Victoria Oku,@David Franks 7,,,,,1,1
883,Richie,@David Franksright-o. they are both killer queens,,,1,,,1
884,Bernard Fox,I hear Mr Blobby is selling them. He can be found in conservative central office,,,1,,,1
885,Mohammed Usman,ðŸ˜„,,,,,1,1
886,Crime â‰  Politics,at the pot dealer&#39;s,1,,,,,0
887,David Devilliers,Prepare some chapatis and enjoy the shows,,,,,1,1
888,Bnl BNL,One way ryanair ticket to the EU!,,,,,1,1
889,Tomas Brazauskas,ðŸ˜‚,,,,,1,1
890,TRIPPLE-JAY,Any one of the PMs corner shop&#39;s. Just follow the smell of curry.,,,,1,,1
891,Chandan ECE,â€‹@TRIPPLE-JAYðŸ‘ðŸ‘,,1,,,,0
892,Ben Sullivan,Tripping,,,1,,,1
893,Kanenas Anyparktos,I can find his trip to India without return,,,1,,,1
894,LW1zFog,DAVOS,,1,,,,0
895,Stirling Moss,same old same old,,,1,,,1
896,Chris Wilson,So judge us on 18 months out of 60.  How about no?,,,,,1,1
897,Paul Symes,Exactly. What we judge them on is our decision.,,,,,1,1
898,S K M O,"He opens with â€œfoptimismâ€, a particularly pleasing portmanteau for this twerpâ€™s dislocation from reality",,,,,1,1
899,Casey,"Heâ€™s either delusional or just really optimistic in a stupid kind of wayâ€¦<br>Oh wait, I forgot the third option: <br>Heâ€™s lying and will be in hiding again by tomorrow. ðŸ¤¦ðŸ½",,1,,,,0
900,Rampakesh Bharat,he&#39;s all three...,,,,,1,1
901,Anna Pacholczyk,Been a while since I heard such uninspiring motivational speech - an achievement with wording taken straight from self-help gurus.,1,,,,,0
902,gailslostchin,"FIVE PROMISES, LIE LIE LIE LIE LIE .",,,,1,,1
903,DeadMan'sSwitch,smug rat,,1,,,,0
904,scott newlands,what a tosspot,1,,,,,0
905,Teddy Lee,I like your other plans,,,,,1,1
906,IÃ±aki Campo,Yeah! Go Rasheed Soonook.<br>That&#39;s from the President of the United States. ðŸ¤£,,,,,1,1
907,Xahvier Du Plooy,"It&#39;s all lies and bullshit. Smoke and mirrors... But hey, whatever ...",,,,1,,1
908,tsy,It&#39;s like he&#39;s staring at a starving pet and rather feed the animal he just talks about feeding it.,,,1,,,1
909,soosoobear,Spot on,,,,1,,1
910,CT,very good,,,1,,,1
911,benito tommassi,"This is our PM.  This guy!  He sounds like Will from inbetweeners.  Teresa may, Boris, Truss and now, THIS GUY!!  This country isn&#39;t going down the toilet, it&#39;s already in the pan with an unflushed turd.",1,,,,,0
912,Peter Cook,"Risky Sunakered <a href=""https://www.youtube.com/watch?v=RPkpfc4js50"">https://www.youtube.com/watch?v=RPkpfc4js50</a>",,,,,1,1
913,Ivan,What has He done? Open market with US and EU? Affordable properties in UK? Full shelfs of products in stores? Good mortgage options? Electricity price is the highest despite government compensation at Â£66. NHS is collapsed,1,,,,,0
914,Teddy Lee,Stop pushing the war in Ukraine cut the money off,1,,,,,0
915,Ann Tan,Full of Eastern Promises  but no Action what about the new regulation that he promised re illegal migrants is all talk but nothing happened,,,,1,,1
916,Teddy Lee,Give the nurses what they want they had to pay to be nurses then they have to risk their lives !,,,,,1,1
917,Rbx Rocket Trio,Most people have to pay to get into their chosen career dude,1,,,,,0
918,manche64,wot a load of,1,,,,,0
919,Nils,Is this a statement or CBeebies bedtime stories?,1,,,,,0
920,Jen Cole,"Should of asked Danny Dyer to do his speech for him, at least would give this dead end some life lol",,,,1,,1
921,The Crypto Digital Dream,No it  not sir  how rude ?  its scooby doo be doooo :-) ....,1,,,,,0
922,Brook Martin,"General election, now , start valuing the Tnbi and the lgbtq community esp. Transwomen stop all the hate, honour nurses, hammer the banks and the rich like him.",,,,,1,1
923,Pionel Pessi,Why does he sound like heâ€™s reading a CBeebies bedtime story?,1,,,,,0
924,Johnathan Doe,Because he thinks the British public are below him socially and intellectually.,,,,,1,1
925,Luke Hutchings,It&#39;s fuxking cringe!!!!,1,,,,,0
926,Lisa Leanne Mellor,I was thinking ðŸ¤” maybe just maybe hes not humanness?!.... newest A.I he sure sounds like a robot to me  and definitely full of artificial intelligence!!,,,,1,,1
927,Margaret Wilson,"He&#39;s likely very socially awkward and this is a skill he hasn&#39;t mastered yet. Being an orator isn&#39;t easy and doesn&#39;t come naturally. He&#39;s gotten better since he first stepped up as PM, but he has more work to do.<br><br>I do not blame him for being socially awkward. I just wish, if it was a weakness of his, he&#39;d admit it.",1,,,,,0
928,Jessie weeizy,ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚,1,,,,,0
929,Candyman,"That is the voice of a PM who is totally devoid of any empathy and connection to the people he&#39;s speaking to, but trying not to sound like that. <br>Johnson hid behind a clown act. Truss played &#39;tough guy&#39; (very badly). Sunak has nothing. He really does sound like he needs chime music as a soundtrack when he speaks.",,,,,1,1
930,Zenoux Beauty,"@Margaret Wilson Be realistic, not this empty vessel and waste of space",,,,1,,1
931,Dean,ðŸ¤£ðŸ¤£ðŸ¤£,1,,,,,0
932,Matthew Waddington,To lull the public into a sense of false security...Prior to the eatonite buggery! Just like his old school master...And those strange men invited by Daddy when he was young!,1,,,,,0
933,theothersideofjen,His ears are soooo big,,,,,1,1
934,Leinad Rekab,Its his ever growing nose I&#39;m more concerned about,1,,,,,0
935,Kelly Oâ€™Sullivan,General election to get these corrupt and incapable people out of power!they are causing chaos and playing with peoples lives and not one of them will ever be affected by it,,,1,,,1
936,Mara Dellabianca,More much more of the same old bull.,,,,,1,1
937,Kassius KLAY,NHS : None  Health Support !!!!,,,1,,,1
938,Harry McLean,Yawn yawn yawn,1,,,,,0
939,Brian Harrison,"What a joke, he doesnt have a clue or a care, and why would he, he like all MPs are making money from are suffering, they are the shareholders in the companys making record profits, all they are doing is laughing all the way to there banks, hate them all",1,,,,,0
940,D Man,Unelected prime minister <br>General election now,,1,,,,0
941,A.H Octavius,What a tool!,1,,,,,0
942,Aliens Used Potatoes As Energy To Build Pyramids,Only possessed people by demons eat bugs.,,,1,,,1
943,ripper rouge,He talks like he reading a story lol <br>Jackanory,,,,1,,1
944,Robert Strong,He is itâ€™s called how to screw up Britain ðŸ‡¬ðŸ‡§ the conservative story,1,,,,,0
945,Ever Ready,Politicians view the public as idiots.,,,,1,,1
946,Flying Horse,Where has he been for a month?,1,,,,,0
947,Jaz Bo,Heâ€™s been in his basement and realised he didnâ€™t know how a calculator works so heâ€™s been having some tutoring,,1,,,,0
948,PAUL HORNSEY-PENNELL,oh come on be fair ... it takes a huge amount of time to count 750 million ... it&#39;s all &quot;me me me&quot; with the voters isn&#39;t it!,,,,,1,1
949,Jen Cole,probably crying as he broke his favorite calculator...,,,,,1,1
950,Lucid Catnap,He&#39;s been encouraging homeless people to pursue a career in the City of London,1,,,,,0
951,Jaz Bo,@Jen Cole that would only be because heâ€™s been head-butting it because his fingers have been all over Matt Hancockâ€™s leftovers,,,1,,,1
952,prithvi raj 2,@Lucid Catnap didnt homeless say hes interested in business?,1,,,,,0
953,Allan Donnelly,Why is he on sky and not bbc?,1,,,,,0
954,Nils,Begins with Mur and ends in dock.,,,,,1,1
955,Pionel Pessi,"@NilsMurdoch doesnâ€™t own Sky anymore, itâ€™s currently owned by Comcast",,1,,,,0
956,Ian Smith,Fake msm has turned in to propaganda for the globalists!!,1,,,,,0
957,Overcome2012,Rishi is talking rubbish,,,,,1,1
958,Peter Cook,"Sunakered <a href=""https://www.youtube.com/watch?v=RPkpfc4js50"">https://www.youtube.com/watch?v=RPkpfc4js50</a>",,,,,1,1
959,Jeremy Smith,plans for the future my arse the guys an incompetent charletan who is running on support from bots on social media and Indians in India,,,,1,,1
960,Joan Cooley,Heâ€™s had a course on public speaking and failed. Heâ€™s insulted millions of our people with His personal vision. Still bragging about the money he Squandered. He seems to think he can control our people even though he canâ€™t control the mess our country is in.,,,1,,,1
961,Paul Taylor,Ease the squeeze,,,,1,,1
962,Ever Ready,With money printing? <br><br>Or cancelling sanctions we can&#39;t afford.,,,1,,,1
963,Paddy Sullivan,Talking Rubbish mate wife is band 2 nurse Â£1400 munth 13.5 hours shift of hell,1,,,,,0
964,Josh Dean,Month,,,,,1,1
965,Gavin48,"Bring back Boris, May or Liz this guy isn&#39;t cutting it",1,,,,,0
966,Mohammed Ibrar,This guy is going to loose the election for them so we need him there for that reason only .,1,,,,,0
967,E limmm,ðŸ¤£,,,,1,,1
968,Mendoza moore,Very weak,,,,,1,1
969,Robert Strong,And very pointless over an hour and no issues addressed,1,,,,,0
970,Jenna Brazel,Flash backs to Boris making Britain better,1,,,,,0
971,David Devilliers,Build back better and NHS get 350 million a week extra.....<br><br><br>....sure.....,1,,,,,0
972,Janet Cross,Harkâ€¦ itâ€™s sounded just like Tony Blair!! Words have been around a long long long time,,,,1,,1
973,James Birks,"@Janet Cross tony blair was game set and match and in a very, very powerful position though. <br>Sunak is pretending he has a whole term of parliament ahead or even in opposition himself about to change the world. Meanwhile in the real world, the country is getting angrier and angrier by the day.",,1,,,,0
974,Jean Lind,"Exactly what I was thinking, from Borisâ€™ chancellor!!",1,,,,,0
975,I am A smurf,Rubbish,1,,,,,0
